Symbol,Week_1_2025-09-12,Week_2_2025-09-19,Week_3_2025-09-26,Week_4_2025-10-03,Week_5_2025-10-10,Week_6_2025-10-17,Week_7_2025-10-24,Week_8_2025-10-31,Week_9_2025-11-07,Week_10_2025-11-14,Week_11_2025-11-21,Week_12_2025-11-28,Week_13_2025-12-05
RECLTD.NS,"Ticker
RECLTD.NS    368.691345
Name: 2025-09-12, dtype: float64","Ticker
RECLTD.NS    379.753082
Name: 2025-09-19, dtype: float64","Ticker
RECLTD.NS    362.864197
Name: 2025-09-26, dtype: float64","Ticker
RECLTD.NS    375.654327
Name: 2025-10-03, dtype: float64","Ticker
RECLTD.NS    368.345703
Name: 2025-10-10, dtype: float64","Ticker
RECLTD.NS    370.321014
Name: 2025-10-17, dtype: float64","Ticker
RECLTD.NS    368.0
Name: 2025-10-24, dtype: float64","Ticker
RECLTD.NS    374.850006
Name: 2025-10-31, dtype: float64","Ticker
RECLTD.NS    364.950012
Name: 2025-11-07, dtype: float64","Ticker
RECLTD.NS    358.049988
Name: 2025-11-14, dtype: float64","Ticker
RECLTD.NS    358.200012
Name: 2025-11-21, dtype: float64","Ticker
RECLTD.NS    360.899994
Name: 2025-11-28, dtype: float64","Ticker
RECLTD.NS    349.75
Name: 2025-12-05, dtype: float64"
TATAELXSI.NS,"Ticker
TATAELXSI.NS    5721.5
Name: 2025-09-12, dtype: float64","Ticker
TATAELXSI.NS    5722.5
Name: 2025-09-19, dtype: float64","Ticker
TATAELXSI.NS    5303.0
Name: 2025-09-26, dtype: float64","Ticker
TATAELXSI.NS    5355.5
Name: 2025-10-03, dtype: float64","Ticker
TATAELXSI.NS    5407.5
Name: 2025-10-10, dtype: float64","Ticker
TATAELXSI.NS    5369.5
Name: 2025-10-17, dtype: float64","Ticker
TATAELXSI.NS    5544.0
Name: 2025-10-24, dtype: float64","Ticker
TATAELXSI.NS    5454.5
Name: 2025-10-31, dtype: float64","Ticker
TATAELXSI.NS    5180.0
Name: 2025-11-07, dtype: float64","Ticker
TATAELXSI.NS    5266.5
Name: 2025-11-14, dtype: float64","Ticker
TATAELXSI.NS    5320.5
Name: 2025-11-21, dtype: float64","Ticker
TATAELXSI.NS    5158.5
Name: 2025-11-28, dtype: float64","Ticker
TATAELXSI.NS    5251.5
Name: 2025-12-05, dtype: float64"
CYIENT.NS,"Ticker
CYIENT.NS    1210.797974
Name: 2025-09-12, dtype: float64","Ticker
CYIENT.NS    1225.797241
Name: 2025-09-19, dtype: float64","Ticker
CYIENT.NS    1119.124634
Name: 2025-09-26, dtype: float64","Ticker
CYIENT.NS    1154.84668
Name: 2025-10-03, dtype: float64","Ticker
CYIENT.NS    1161.359619
Name: 2025-10-10, dtype: float64","Ticker
CYIENT.NS    1155.241333
Name: 2025-10-17, dtype: float64","Ticker
CYIENT.NS    1185.599976
Name: 2025-10-24, dtype: float64","Ticker
CYIENT.NS    1162.5
Name: 2025-10-31, dtype: float64","Ticker
CYIENT.NS    1112.699951
Name: 2025-11-07, dtype: float64","Ticker
CYIENT.NS    1131.599976
Name: 2025-11-14, dtype: float64","Ticker
CYIENT.NS    1120.199951
Name: 2025-11-21, dtype: float64","Ticker
CYIENT.NS    1123.599976
Name: 2025-11-28, dtype: float64","Ticker
CYIENT.NS    1184.800049
Name: 2025-12-05, dtype: float64"
CRISIL.NS,"Ticker
CRISIL.NS    4985.075195
Name: 2025-09-12, dtype: float64","Ticker
CRISIL.NS    4969.724121
Name: 2025-09-19, dtype: float64","Ticker
CRISIL.NS    4605.602539
Name: 2025-09-26, dtype: float64","Ticker
CRISIL.NS    4594.139648
Name: 2025-10-03, dtype: float64","Ticker
CRISIL.NS    4669.097168
Name: 2025-10-10, dtype: float64","Ticker
CRISIL.NS    4699.099609
Name: 2025-10-17, dtype: float64","Ticker
CRISIL.NS    4946.399902
Name: 2025-10-24, dtype: float64","Ticker
CRISIL.NS    4929.200195
Name: 2025-10-31, dtype: float64","Ticker
CRISIL.NS    4723.399902
Name: 2025-11-07, dtype: float64","Ticker
CRISIL.NS    4639.200195
Name: 2025-11-14, dtype: float64","Ticker
CRISIL.NS    4521.899902
Name: 2025-11-21, dtype: float64","Ticker
CRISIL.NS    4423.700195
Name: 2025-11-28, dtype: float64","Ticker
CRISIL.NS    4410.0
Name: 2025-12-05, dtype: float64"
GODFRYPHLP.NS,"Ticker
GODFRYPHLP.NS    3359.716797
Name: 2025-09-12, dtype: float64","Ticker
GODFRYPHLP.NS    3505.229248
Name: 2025-09-19, dtype: float64","Ticker
GODFRYPHLP.NS    3264.586426
Name: 2025-09-26, dtype: float64","Ticker
GODFRYPHLP.NS    3406.187744
Name: 2025-10-03, dtype: float64","Ticker
GODFRYPHLP.NS    3321.962891
Name: 2025-10-10, dtype: float64","Ticker
GODFRYPHLP.NS    3392.564697
Name: 2025-10-17, dtype: float64","Ticker
GODFRYPHLP.NS    3105.185547
Name: 2025-10-24, dtype: float64","Ticker
GODFRYPHLP.NS    3060.437988
Name: 2025-10-31, dtype: float64","Ticker
GODFRYPHLP.NS    3014.0
Name: 2025-11-07, dtype: float64","Ticker
GODFRYPHLP.NS    2957.300049
Name: 2025-11-14, dtype: float64","Ticker
GODFRYPHLP.NS    2888.199951
Name: 2025-11-21, dtype: float64","Ticker
GODFRYPHLP.NS    2873.0
Name: 2025-11-28, dtype: float64","Ticker
GODFRYPHLP.NS    2759.899902
Name: 2025-12-05, dtype: float64"
BSOFT.NS,"Ticker
BSOFT.NS    371.240814
Name: 2025-09-12, dtype: float64","Ticker
BSOFT.NS    379.04126
Name: 2025-09-19, dtype: float64","Ticker
BSOFT.NS    358.869415
Name: 2025-09-26, dtype: float64","Ticker
BSOFT.NS    347.789825
Name: 2025-10-03, dtype: float64","Ticker
BSOFT.NS    357.180176
Name: 2025-10-10, dtype: float64","Ticker
BSOFT.NS    338.84668
Name: 2025-10-17, dtype: float64","Ticker
BSOFT.NS    379.04126
Name: 2025-10-24, dtype: float64","Ticker
BSOFT.NS    369.253448
Name: 2025-10-31, dtype: float64","Ticker
BSOFT.NS    375.86145
Name: 2025-11-07, dtype: float64","Ticker
BSOFT.NS    388.700012
Name: 2025-11-14, dtype: float64","Ticker
BSOFT.NS    381.399994
Name: 2025-11-21, dtype: float64","Ticker
BSOFT.NS    380.200012
Name: 2025-11-28, dtype: float64","Ticker
BSOFT.NS    440.399994
Name: 2025-12-05, dtype: float64"
NUVOCO.NS,"Ticker
NUVOCO.NS    428.649994
Name: 2025-09-12, dtype: float64","Ticker
NUVOCO.NS    447.450012
Name: 2025-09-19, dtype: float64","Ticker
NUVOCO.NS    419.899994
Name: 2025-09-26, dtype: float64","Ticker
NUVOCO.NS    424.350006
Name: 2025-10-03, dtype: float64","Ticker
NUVOCO.NS    432.850006
Name: 2025-10-10, dtype: float64","Ticker
NUVOCO.NS    410.950012
Name: 2025-10-17, dtype: float64","Ticker
NUVOCO.NS    414.899994
Name: 2025-10-24, dtype: float64","Ticker
NUVOCO.NS    414.649994
Name: 2025-10-31, dtype: float64","Ticker
NUVOCO.NS    381.5
Name: 2025-11-07, dtype: float64","Ticker
NUVOCO.NS    368.799988
Name: 2025-11-14, dtype: float64","Ticker
NUVOCO.NS    365.0
Name: 2025-11-21, dtype: float64","Ticker
NUVOCO.NS    356.450012
Name: 2025-11-28, dtype: float64","Ticker
NUVOCO.NS    348.899994
Name: 2025-12-05, dtype: float64"
WELSPUNLIV.NS,"Ticker
WELSPUNLIV.NS    121.07
Name: 2025-09-12, dtype: float64","Ticker
WELSPUNLIV.NS    124.410004
Name: 2025-09-19, dtype: float64","Ticker
WELSPUNLIV.NS    116.470001
Name: 2025-09-26, dtype: float64","Ticker
WELSPUNLIV.NS    117.209999
Name: 2025-10-03, dtype: float64","Ticker
WELSPUNLIV.NS    122.769997
Name: 2025-10-10, dtype: float64","Ticker
WELSPUNLIV.NS    121.669998
Name: 2025-10-17, dtype: float64","Ticker
WELSPUNLIV.NS    128.199997
Name: 2025-10-24, dtype: float64","Ticker
WELSPUNLIV.NS    129.649994
Name: 2025-10-31, dtype: float64","Ticker
WELSPUNLIV.NS    129.479996
Name: 2025-11-07, dtype: float64","Ticker
WELSPUNLIV.NS    138.330002
Name: 2025-11-14, dtype: float64","Ticker
WELSPUNLIV.NS    136.369995
Name: 2025-11-21, dtype: float64","Ticker
WELSPUNLIV.NS    148.820007
Name: 2025-11-28, dtype: float64","Ticker
WELSPUNLIV.NS    136.089996
Name: 2025-12-05, dtype: float64"
IOC.NS,"Ticker
IOC.NS    142.610001
Name: 2025-09-12, dtype: float64","Ticker
IOC.NS    148.5
Name: 2025-09-19, dtype: float64","Ticker
IOC.NS    145.039993
Name: 2025-09-26, dtype: float64","Ticker
IOC.NS    150.389999
Name: 2025-10-03, dtype: float64","Ticker
IOC.NS    154.110001
Name: 2025-10-10, dtype: float64","Ticker
IOC.NS    152.910004
Name: 2025-10-17, dtype: float64","Ticker
IOC.NS    150.369995
Name: 2025-10-24, dtype: float64","Ticker
IOC.NS    165.899994
Name: 2025-10-31, dtype: float64","Ticker
IOC.NS    169.160004
Name: 2025-11-07, dtype: float64","Ticker
IOC.NS    171.25
Name: 2025-11-14, dtype: float64","Ticker
IOC.NS    167.350006
Name: 2025-11-21, dtype: float64","Ticker
IOC.NS    161.75
Name: 2025-11-28, dtype: float64","Ticker
IOC.NS    162.449997
Name: 2025-12-05, dtype: float64"
MAZDOCK.NS,"Ticker
MAZDOCK.NS    2915.665771
Name: 2025-09-12, dtype: float64","Ticker
MAZDOCK.NS    2978.484131
Name: 2025-09-19, dtype: float64","Ticker
MAZDOCK.NS    2821.427734
Name: 2025-09-26, dtype: float64","Ticker
MAZDOCK.NS    2875.010498
Name: 2025-10-03, dtype: float64","Ticker
MAZDOCK.NS    2863.834961
Name: 2025-10-10, dtype: float64","Ticker
MAZDOCK.NS    2812.147949
Name: 2025-10-17, dtype: float64","Ticker
MAZDOCK.NS    2799.375977
Name: 2025-10-24, dtype: float64","Ticker
MAZDOCK.NS    2723.042969
Name: 2025-10-31, dtype: float64","Ticker
MAZDOCK.NS    2670.300049
Name: 2025-11-07, dtype: float64","Ticker
MAZDOCK.NS    2782.100098
Name: 2025-11-14, dtype: float64","Ticker
MAZDOCK.NS    2745.199951
Name: 2025-11-21, dtype: float64","Ticker
MAZDOCK.NS    2679.600098
Name: 2025-11-28, dtype: float64","Ticker
MAZDOCK.NS    2611.600098
Name: 2025-12-05, dtype: float64"
AEGISVOPAK.NS,"Ticker
AEGISVOPAK.NS    247.089996
Name: 2025-09-12, dtype: float64","Ticker
AEGISVOPAK.NS    242.470001
Name: 2025-09-19, dtype: float64","Ticker
AEGISVOPAK.NS    243.509995
Name: 2025-09-26, dtype: float64","Ticker
AEGISVOPAK.NS    283.399994
Name: 2025-10-03, dtype: float64","Ticker
AEGISVOPAK.NS    276.700012
Name: 2025-10-10, dtype: float64","Ticker
AEGISVOPAK.NS    279.649994
Name: 2025-10-17, dtype: float64","Ticker
AEGISVOPAK.NS    280.25
Name: 2025-10-24, dtype: float64","Ticker
AEGISVOPAK.NS    278.950012
Name: 2025-10-31, dtype: float64","Ticker
AEGISVOPAK.NS    260.149994
Name: 2025-11-07, dtype: float64","Ticker
AEGISVOPAK.NS    270.850006
Name: 2025-11-14, dtype: float64","Ticker
AEGISVOPAK.NS    260.850006
Name: 2025-11-21, dtype: float64","Ticker
AEGISVOPAK.NS    260.549988
Name: 2025-11-28, dtype: float64","Ticker
AEGISVOPAK.NS    261.649994
Name: 2025-12-05, dtype: float64"
TATATECH.NS,"Ticker
TATATECH.NS    702.099976
Name: 2025-09-12, dtype: float64","Ticker
TATATECH.NS    724.400024
Name: 2025-09-19, dtype: float64","Ticker
TATATECH.NS    667.299988
Name: 2025-09-26, dtype: float64","Ticker
TATATECH.NS    707.049988
Name: 2025-10-03, dtype: float64","Ticker
TATATECH.NS    714.349976
Name: 2025-10-10, dtype: float64","Ticker
TATATECH.NS    685.200012
Name: 2025-10-17, dtype: float64","Ticker
TATATECH.NS    689.650024
Name: 2025-10-24, dtype: float64","Ticker
TATATECH.NS    692.25
Name: 2025-10-31, dtype: float64","Ticker
TATATECH.NS    672.950012
Name: 2025-11-07, dtype: float64","Ticker
TATATECH.NS    679.849976
Name: 2025-11-14, dtype: float64","Ticker
TATATECH.NS    670.450012
Name: 2025-11-21, dtype: float64","Ticker
TATATECH.NS    679.049988
Name: 2025-11-28, dtype: float64","Ticker
TATATECH.NS    669.0
Name: 2025-12-05, dtype: float64"
NAVINFLUOR.NS,"Ticker
NAVINFLUOR.NS    4785.878906
Name: 2025-09-12, dtype: float64","Ticker
NAVINFLUOR.NS    4788.675781
Name: 2025-09-19, dtype: float64","Ticker
NAVINFLUOR.NS    4568.312012
Name: 2025-09-26, dtype: float64","Ticker
NAVINFLUOR.NS    4594.98291
Name: 2025-10-03, dtype: float64","Ticker
NAVINFLUOR.NS    4736.032227
Name: 2025-10-10, dtype: float64","Ticker
NAVINFLUOR.NS    5103.338867
Name: 2025-10-17, dtype: float64","Ticker
NAVINFLUOR.NS    5051.095215
Name: 2025-10-24, dtype: float64","Ticker
NAVINFLUOR.NS    5681.320801
Name: 2025-10-31, dtype: float64","Ticker
NAVINFLUOR.NS    5969.0
Name: 2025-11-07, dtype: float64","Ticker
NAVINFLUOR.NS    6021.5
Name: 2025-11-14, dtype: float64","Ticker
NAVINFLUOR.NS    5973.0
Name: 2025-11-21, dtype: float64","Ticker
NAVINFLUOR.NS    5735.5
Name: 2025-11-28, dtype: float64","Ticker
NAVINFLUOR.NS    5777.0
Name: 2025-12-05, dtype: float64"
HOMEFIRST.NS,"Ticker
HOMEFIRST.NS    1302.800049
Name: 2025-09-12, dtype: float64","Ticker
HOMEFIRST.NS    1268.900024
Name: 2025-09-19, dtype: float64","Ticker
HOMEFIRST.NS    1178.699951
Name: 2025-09-26, dtype: float64","Ticker
HOMEFIRST.NS    1257.0
Name: 2025-10-03, dtype: float64","Ticker
HOMEFIRST.NS    1222.599976
Name: 2025-10-10, dtype: float64","Ticker
HOMEFIRST.NS    1213.900024
Name: 2025-10-17, dtype: float64","Ticker
HOMEFIRST.NS    1215.199951
Name: 2025-10-24, dtype: float64","Ticker
HOMEFIRST.NS    1195.099976
Name: 2025-10-31, dtype: float64","Ticker
HOMEFIRST.NS    1132.0
Name: 2025-11-07, dtype: float64","Ticker
HOMEFIRST.NS    1200.300049
Name: 2025-11-14, dtype: float64","Ticker
HOMEFIRST.NS    1170.5
Name: 2025-11-21, dtype: float64","Ticker
HOMEFIRST.NS    1111.0
Name: 2025-11-28, dtype: float64","Ticker
HOMEFIRST.NS    1092.800049
Name: 2025-12-05, dtype: float64"
BBTC.NS,"Ticker
BBTC.NS    1879.800049
Name: 2025-09-12, dtype: float64","Ticker
BBTC.NS    1936.400024
Name: 2025-09-19, dtype: float64","Ticker
BBTC.NS    1784.0
Name: 2025-09-26, dtype: float64","Ticker
BBTC.NS    1838.599976
Name: 2025-10-03, dtype: float64","Ticker
BBTC.NS    1879.0
Name: 2025-10-10, dtype: float64","Ticker
BBTC.NS    1999.699951
Name: 2025-10-17, dtype: float64","Ticker
BBTC.NS    2078.899902
Name: 2025-10-24, dtype: float64","Ticker
BBTC.NS    1980.800049
Name: 2025-10-31, dtype: float64","Ticker
BBTC.NS    1901.5
Name: 2025-11-07, dtype: float64","Ticker
BBTC.NS    1830.699951
Name: 2025-11-14, dtype: float64","Ticker
BBTC.NS    1862.300049
Name: 2025-11-21, dtype: float64","Ticker
BBTC.NS    1834.900024
Name: 2025-11-28, dtype: float64","Ticker
BBTC.NS    1831.800049
Name: 2025-12-05, dtype: float64"
MAPMYINDIA.NS,"Ticker
MAPMYINDIA.NS    1634.800049
Name: 2025-09-12, dtype: float64","Ticker
MAPMYINDIA.NS    1646.199951
Name: 2025-09-19, dtype: float64","Ticker
MAPMYINDIA.NS    1622.599976
Name: 2025-09-26, dtype: float64","Ticker
MAPMYINDIA.NS    1669.0
Name: 2025-10-03, dtype: float64","Ticker
MAPMYINDIA.NS    1704.0
Name: 2025-10-10, dtype: float64","Ticker
MAPMYINDIA.NS    1844.699951
Name: 2025-10-17, dtype: float64","Ticker
MAPMYINDIA.NS    1821.199951
Name: 2025-10-24, dtype: float64","Ticker
MAPMYINDIA.NS    1819.300049
Name: 2025-10-31, dtype: float64","Ticker
MAPMYINDIA.NS    1815.5
Name: 2025-11-07, dtype: float64","Ticker
MAPMYINDIA.NS    1692.400024
Name: 2025-11-14, dtype: float64","Ticker
MAPMYINDIA.NS    1702.800049
Name: 2025-11-21, dtype: float64","Ticker
MAPMYINDIA.NS    1675.699951
Name: 2025-11-28, dtype: float64","Ticker
MAPMYINDIA.NS    1665.099976
Name: 2025-12-05, dtype: float64"
HINDPETRO.NS,"Ticker
HINDPETRO.NS    394.637909
Name: 2025-09-12, dtype: float64","Ticker
HINDPETRO.NS    408.790436
Name: 2025-09-19, dtype: float64","Ticker
HINDPETRO.NS    417.895569
Name: 2025-09-26, dtype: float64","Ticker
HINDPETRO.NS    441.69754
Name: 2025-10-03, dtype: float64","Ticker
HINDPETRO.NS    447.833618
Name: 2025-10-10, dtype: float64","Ticker
HINDPETRO.NS    443.973846
Name: 2025-10-17, dtype: float64","Ticker
HINDPETRO.NS    433.928528
Name: 2025-10-24, dtype: float64","Ticker
HINDPETRO.NS    471.091278
Name: 2025-10-31, dtype: float64","Ticker
HINDPETRO.NS    479.549988
Name: 2025-11-07, dtype: float64","Ticker
HINDPETRO.NS    481.25
Name: 2025-11-14, dtype: float64","Ticker
HINDPETRO.NS    471.899994
Name: 2025-11-21, dtype: float64","Ticker
HINDPETRO.NS    457.5
Name: 2025-11-28, dtype: float64","Ticker
HINDPETRO.NS    447.850006
Name: 2025-12-05, dtype: float64"
CASTROLIND.NS,"Ticker
CASTROLIND.NS    197.339996
Name: 2025-09-12, dtype: float64","Ticker
CASTROLIND.NS    202.610001
Name: 2025-09-19, dtype: float64","Ticker
CASTROLIND.NS    195.679993
Name: 2025-09-26, dtype: float64","Ticker
CASTROLIND.NS    202.649994
Name: 2025-10-03, dtype: float64","Ticker
CASTROLIND.NS    200.509995
Name: 2025-10-10, dtype: float64","Ticker
CASTROLIND.NS    198.960007
Name: 2025-10-17, dtype: float64","Ticker
CASTROLIND.NS    199.490005
Name: 2025-10-24, dtype: float64","Ticker
CASTROLIND.NS    195.009995
Name: 2025-10-31, dtype: float64","Ticker
CASTROLIND.NS    191.100006
Name: 2025-11-07, dtype: float64","Ticker
CASTROLIND.NS    192.5
Name: 2025-11-14, dtype: float64","Ticker
CASTROLIND.NS    189.020004
Name: 2025-11-21, dtype: float64","Ticker
CASTROLIND.NS    192.25
Name: 2025-11-28, dtype: float64","Ticker
CASTROLIND.NS    190.800003
Name: 2025-12-05, dtype: float64"
LTIM.NS,"Ticker
LTIM.NS    5311.614258
Name: 2025-09-12, dtype: float64","Ticker
LTIM.NS    5487.920898
Name: 2025-09-19, dtype: float64","Ticker
LTIM.NS    5055.123047
Name: 2025-09-26, dtype: float64","Ticker
LTIM.NS    5099.946777
Name: 2025-10-03, dtype: float64","Ticker
LTIM.NS    5450.069824
Name: 2025-10-10, dtype: float64","Ticker
LTIM.NS    5583.046875
Name: 2025-10-17, dtype: float64","Ticker
LTIM.NS    5546.0
Name: 2025-10-24, dtype: float64","Ticker
LTIM.NS    5684.5
Name: 2025-10-31, dtype: float64","Ticker
LTIM.NS    5567.5
Name: 2025-11-07, dtype: float64","Ticker
LTIM.NS    5809.0
Name: 2025-11-14, dtype: float64","Ticker
LTIM.NS    5926.0
Name: 2025-11-21, dtype: float64","Ticker
LTIM.NS    6096.5
Name: 2025-11-28, dtype: float64","Ticker
LTIM.NS    6319.0
Name: 2025-12-05, dtype: float64"
PAYTM.NS,"Ticker
PAYTM.NS    1219.0
Name: 2025-09-12, dtype: float64","Ticker
PAYTM.NS    1177.199951
Name: 2025-09-19, dtype: float64","Ticker
PAYTM.NS    1125.199951
Name: 2025-09-26, dtype: float64","Ticker
PAYTM.NS    1168.0
Name: 2025-10-03, dtype: float64","Ticker
PAYTM.NS    1236.900024
Name: 2025-10-10, dtype: float64","Ticker
PAYTM.NS    1285.300049
Name: 2025-10-17, dtype: float64","Ticker
PAYTM.NS    1287.0
Name: 2025-10-24, dtype: float64","Ticker
PAYTM.NS    1303.199951
Name: 2025-10-31, dtype: float64","Ticker
PAYTM.NS    1346.5
Name: 2025-11-07, dtype: float64","Ticker
PAYTM.NS    1299.199951
Name: 2025-11-14, dtype: float64","Ticker
PAYTM.NS    1265.800049
Name: 2025-11-21, dtype: float64","Ticker
PAYTM.NS    1320.599976
Name: 2025-11-28, dtype: float64","Ticker
PAYTM.NS    1333.099976
Name: 2025-12-05, dtype: float64"
TEJASNET.NS,"Ticker
TEJASNET.NS    592.75
Name: 2025-09-12, dtype: float64","Ticker
TEJASNET.NS    610.950012
Name: 2025-09-19, dtype: float64","Ticker
TEJASNET.NS    588.799988
Name: 2025-09-26, dtype: float64","Ticker
TEJASNET.NS    590.700012
Name: 2025-10-03, dtype: float64","Ticker
TEJASNET.NS    600.299988
Name: 2025-10-10, dtype: float64","Ticker
TEJASNET.NS    589.700012
Name: 2025-10-17, dtype: float64","Ticker
TEJASNET.NS    538.700012
Name: 2025-10-24, dtype: float64","Ticker
TEJASNET.NS    533.5
Name: 2025-10-31, dtype: float64","Ticker
TEJASNET.NS    522.299988
Name: 2025-11-07, dtype: float64","Ticker
TEJASNET.NS    521.150024
Name: 2025-11-14, dtype: float64","Ticker
TEJASNET.NS    503.149994
Name: 2025-11-21, dtype: float64","Ticker
TEJASNET.NS    494.200012
Name: 2025-11-28, dtype: float64","Ticker
TEJASNET.NS    496.850006
Name: 2025-12-05, dtype: float64"
TBOTEK.NS,"Ticker
TBOTEK.NS    1554.699951
Name: 2025-09-12, dtype: float64","Ticker
TBOTEK.NS    1631.199951
Name: 2025-09-19, dtype: float64","Ticker
TBOTEK.NS    1494.699951
Name: 2025-09-26, dtype: float64","Ticker
TBOTEK.NS    1600.5
Name: 2025-10-03, dtype: float64","Ticker
TBOTEK.NS    1561.599976
Name: 2025-10-10, dtype: float64","Ticker
TBOTEK.NS    1577.699951
Name: 2025-10-17, dtype: float64","Ticker
TBOTEK.NS    1598.0
Name: 2025-10-24, dtype: float64","Ticker
TBOTEK.NS    1483.199951
Name: 2025-10-31, dtype: float64","Ticker
TBOTEK.NS    1600.0
Name: 2025-11-07, dtype: float64","Ticker
TBOTEK.NS    1572.400024
Name: 2025-11-14, dtype: float64","Ticker
TBOTEK.NS    1710.0
Name: 2025-11-21, dtype: float64","Ticker
TBOTEK.NS    1652.300049
Name: 2025-11-28, dtype: float64","Ticker
TBOTEK.NS    1611.099976
Name: 2025-12-05, dtype: float64"
TRENT.NS,"Ticker
TRENT.NS    5130.0
Name: 2025-09-12, dtype: float64","Ticker
TRENT.NS    5080.0
Name: 2025-09-19, dtype: float64","Ticker
TRENT.NS    4679.0
Name: 2025-09-26, dtype: float64","Ticker
TRENT.NS    4815.700195
Name: 2025-10-03, dtype: float64","Ticker
TRENT.NS    4691.100098
Name: 2025-10-10, dtype: float64","Ticker
TRENT.NS    4814.399902
Name: 2025-10-17, dtype: float64","Ticker
TRENT.NS    4789.600098
Name: 2025-10-24, dtype: float64","Ticker
TRENT.NS    4694.299805
Name: 2025-10-31, dtype: float64","Ticker
TRENT.NS    4627.299805
Name: 2025-11-07, dtype: float64","Ticker
TRENT.NS    4391.200195
Name: 2025-11-14, dtype: float64","Ticker
TRENT.NS    4359.100098
Name: 2025-11-21, dtype: float64","Ticker
TRENT.NS    4250.399902
Name: 2025-11-28, dtype: float64","Ticker
TRENT.NS    4190.0
Name: 2025-12-05, dtype: float64"
COHANCE.NS,"Ticker
COHANCE.NS    980.400024
Name: 2025-09-12, dtype: float64","Ticker
COHANCE.NS    909.400024
Name: 2025-09-19, dtype: float64","Ticker
COHANCE.NS    869.299988
Name: 2025-09-26, dtype: float64","Ticker
COHANCE.NS    875.700012
Name: 2025-10-03, dtype: float64","Ticker
COHANCE.NS    904.75
Name: 2025-10-10, dtype: float64","Ticker
COHANCE.NS    889.950012
Name: 2025-10-17, dtype: float64","Ticker
COHANCE.NS    876.400024
Name: 2025-10-24, dtype: float64","Ticker
COHANCE.NS    753.400024
Name: 2025-10-31, dtype: float64","Ticker
COHANCE.NS    707.599976
Name: 2025-11-07, dtype: float64","Ticker
COHANCE.NS    615.5
Name: 2025-11-14, dtype: float64","Ticker
COHANCE.NS    589.299988
Name: 2025-11-21, dtype: float64","Ticker
COHANCE.NS    564.400024
Name: 2025-11-28, dtype: float64","Ticker
COHANCE.NS    541.0
Name: 2025-12-05, dtype: float64"
TATAINVEST.NS,"Ticker
TATAINVEST.NS    687.700012
Name: 2025-09-12, dtype: float64","Ticker
TATAINVEST.NS    733.349976
Name: 2025-09-19, dtype: float64","Ticker
TATAINVEST.NS    866.599976
Name: 2025-09-26, dtype: float64","Ticker
TATAINVEST.NS    1000.200012
Name: 2025-10-03, dtype: float64","Ticker
TATAINVEST.NS    929.5
Name: 2025-10-10, dtype: float64","Ticker
TATAINVEST.NS    889.0
Name: 2025-10-17, dtype: float64","Ticker
TATAINVEST.NS    839.0
Name: 2025-10-24, dtype: float64","Ticker
TATAINVEST.NS    799.0
Name: 2025-10-31, dtype: float64","Ticker
TATAINVEST.NS    781.25
Name: 2025-11-07, dtype: float64","Ticker
TATAINVEST.NS    779.200012
Name: 2025-11-14, dtype: float64","Ticker
TATAINVEST.NS    750.849976
Name: 2025-11-21, dtype: float64","Ticker
TATAINVEST.NS    745.75
Name: 2025-11-28, dtype: float64","Ticker
TATAINVEST.NS    707.799988
Name: 2025-12-05, dtype: float64"
